no,ELE,SLP,TMP,PPT,AREA,LON,LAT,Cluster
US_0005369,269.0144097,1.07836625,13.81858987,1162.682906,43.55679,-90.4578889,37.50241667,5
US_0005382,77.8,0.1,16.62,1256.61,535,-90.8780556,35.1447222,5
US_0005386,405.1684091,0.971058,14.95576939,1222.121795,24.00912,-94.1622222,36.0483333,5
US_0005403,393.0842099,0.45739047,14.88766066,1152.693803,129.2177,-93.3561111,36.45444444,5
US_0005405,357.10021,0.545910129,14.51111119,1130.004657,515.6244,-93.2068056,36.71775,5
US_0005406,370.8227588,0.538241076,14.05384607,1117.555235,771.3586,-92.9072778,36.77963889,5
US_0005409,512.4735718,0.854397798,15.31286335,1241.233974,168.2518,-92.9288889,35.7972222,5
US_0005414,379.9024137,0.688979018,14.61338434,1170.026329,20739.32,-92.3,36.2236111,5
US_0005425,304.4353926,0.514379526,13.42793824,1155.854701,76.35636,-90.9654722,37.2474722,12
US_0005435,350.3205454,0.436023258,13.40608225,1134.054731,846.4747,-91.4430833,37.14816667,12
US_0005455,301.0190938,0.94412079,15.62082181,1283.316619,3455.896,-91.7458333,35.43805556,5
US_0005458,80.36229865,0.091568339,16.08848017,1261.74465,2936.95,-91.3225,35.03555556,5
US_0005460,3492.270121,4.314935921,0.184401704,621.0641026,140.4106,-106.3064133,39.2724892,4
US_0005476,2709.391157,2.33067314,5.105733761,401.0768842,692.4307,-105.228041,38.66388094,4
US_0005479,2819.677163,3.762187271,6.422901569,453.2177778,355.3357,-104.9974832,38.4891658,4
US_0005485,2565.870879,3.136632505,5.258620073,389.9584984,11690.16,-104.6060854,38.25361396,4
US_0005488,2474.590434,1.72557,9.00170951,432.7173077,25.77853,-104.8727543,38.87693609,4
US_0005491,2157.375326,0.648127,8.1301282,426.774359,6.14022,-104.8466111,39.03102778,8
US_0005495,2169.590858,1.757223248,9.00170951,411.0871795,31.23935,-104.7410863,38.93943809,8
US_0005496,2327.511764,2.120740172,8.217319696,428.4907692,514.2085,-104.8141667,38.9272222,4
US_0005501,2774.419703,6.454885266,9.00170951,476.2423077,70.26937,-104.8641404,38.79054685,4
US_0005503,2414.919949,3.352867821,7.640249338,436.449697,1073.335,-104.7958069,38.8030491,4
US_0005519,2218.31,2.19,6.55,374.71,10847,-103.9119006,38.12583934,4
US_0005539,810.5,0.18,13.43,549.49,73.8,-100.0153544,37.59775994,12
US_0005543,790.3277255,0.215068431,12.69175828,524.0325546,2892.499,-99.6226162,38.46473687,12
US_0005553,468.5804802,0.144871122,13.84511481,772.0980769,2066.001,-97.540597,38.0286223,5
US_0005554,460.1133787,0.129242064,13.92929503,787.9203671,3280.279,-97.4244864,37.88306739,5
US_0005560,609.42,0.17,13.73,646.95,117,-98.7209237,37.637796,12
US_0005563,400.54,0.15,14.69,808.13,154,-97.4036569,37.24946707,5
US_0005565,423.28,0.16,14.09,869.59,426,-97.0144806,37.79612785,5
US_0005578,1264.78,0.25,12.41,383.61,835,-101.7615609,37.62640445,8
US_0005582,587.82,0.4,14.76,596.35,408,-99.3670537,36.7705872,5
US_0005588,380.805634,0.183115509,15.67008556,872.1558974,165.1231,-97.8003332,36.3761449,5
US_0005591,823.2827109,0.360720672,13.93764824,567.670717,42458.17,-96.9122504,35.9858927,5
US_0005594,219.82,0.32,15.82,1075.65,11.6,-95.9605501,36.07565044,5
US_0005596,212.34,0.21,15.82,1086.88,17.9,-95.8488777,36.01704297,5
US_0005597,218.62,0.14,15.82,1082.3,5.48,-95.8608227,36.01759824,5
US_0005604,361.54,0.39,14.21,950.7,220,-96.185548,37.37559729,5
US_0005606,317.94,0.32,14.3,993.77,634,-95.7816479,37.2795099,5
US_0005613,295.71,0.36,14.78,1005.69,1369,-95.9722064,36.75564425,5
US_0005622,230.63,0.64,16.06,1038.42,8.11,-95.9952759,36.21536936,5
US_0005623,215.85,0.28,15.82,1065.24,8.23,-95.9141599,36.1945384,5
US_0005625,256.28,0.31,15.68,1026.77,1123,-95.8194322,36.2231514,5
US_0005628,421.28,0.27,13.14,885.58,622,-96.2505533,38.46695699,12
US_0005629,440.4,0.19,13.84,849.07,200,-97.0828018,38.36584739,5
US_0005630,433.18,0.2,13.83,856.6,754,-96.8772436,38.2361285,5
US_0005633,426.89,0.26,13.67,868.52,1740,-96.356112,38.3975139,5
US_0005634,409.57,0.25,13.46,896.34,3042,-95.735264,38.19446678,12
US_0005654,306.84,0.26,14.91,1174.59,8,-94.6180004,36.547297,5
US_0005655,319.94,0.32,15.07,1179.12,48.7,-94.6836111,36.54888889,5
US_0005660,369.85,0.37,15.08,1187.57,132,-94.6413889,36.3347222,5
US_0005669,381.1878149,0.443449593,15.03298992,1216.045634,1457.048,-94.5333333,36.1086111,5
US_0005673,348.02,0.22,15.23,1195.75,19.1,-94.6052207,36.20174844,5
US_0005678,302.06,0.53,15.54,1188,90.2,-94.8563398,35.7850906,5
US_0005705,368.83,0.26,16.44,921.65,202,-97.3669727,34.99896109,5
US_0005709,1665.55,0.53,11.72,400.93,879,-102.6815815,36.6297466,8
US_0005714,1043.053508,0.196151185,13.83847293,451.8793645,4101.712,-101.0809905,36.54391674,8
US_0005724,961.738382,0.277045663,14.0153645,520.4916272,34976.07,-98.0653316,35.6169933,8
US_0005728,944.9340065,0.275097027,14.2912651,560.9096377,36064.08,-97.367258,35.5656147,8
US_0005733,320.12,0.3,16.24,955.15,527,-97.0083615,35.68089589,5
US_0005739,266.4324538,1.047201329,15.97463412,1287.693162,735.045,-94.4841112,34.87982388,5
US_0005740,375.68,2.28,16.01,1371.05,94.3,-94.5121685,34.7737148,10
US_0005743,240.01,1.1,16.23,1263.52,1785,-94.6530016,35.16565268,5
US_0005757,425.6,1.53,15.44,1231.09,306,-93.1813889,35.5058333,5
US_0005768,243.9729096,1.039433416,16.9198725,1360.462051,116.9005,-92.7744444,34.8761111,5
US_0005785,135.662497,0.261347176,16.45920751,1414.211733,493.7108,-89.7533333,34.9075,5
US_0005786,112.45,0.22,16.63,1409.36,121,-89.9244444,34.63194444,5
US_0005791,96.08,0.19,16.91,1406.63,5221,-90.2111111,33.65138889,5
US_0005798,97.75944865,0.229804857,18.04700895,1392.946276,248.2597,-90.1513889,33.34,5
US_0005800,98.38,0.3,17.89,1411.28,88.1,-90.0533333,33.10527778,5
US_0005801,47.45,0.02,17.3,1356.38,553,-90.67,33.8325,5
US_0005803,39.98956159,0.01784731,17.75460297,1358.518926,931.1973,-90.8477778,33.39666667,5
US_0005805,73.59,0.14,17.49,1404.06,13355,-90.9141667,32.44416667,5
US_0005807,123.84,0.21,17.4,1443.11,1027,-89.7711111,33.19444444,5
US_0005809,104.1,0.19,17.85,1430.11,2340,-90.3638889,32.60305556,5
US_0005822,499.3,0.22,17.02,577.46,303,-99.7403719,34.35451979,5
US_0005823,816.4843396,0.380295896,16.13226543,542.4552707,221.5479,-100.6965246,34.93560669,5
US_0005828,806.96,0.4,14.96,564.32,281,-100.1209501,35.47310419,5
US_0005829,780.5367025,0.418173537,15.00858664,569.8732479,1122.47,-99.9692772,35.42227237,5
US_0005850,379.82,0.18,17.54,649.42,652,-98.9050666,33.90592785,5
US_0005852,444.23,0.29,17.56,641.46,3439,-98.2967139,34.0531504,5
US_0005856,285.69,0.22,17.47,850.47,574,-97.566968,34.00426516,5
US_0005862,691.16,0.45,14.98,591.63,1355,-99.3062086,35.65643696,5
US_0005866,486.73,0.36,16.12,766.8,132,-98.5942308,35.2906111,5
US_0005873,426.13,0.19,16.78,799.18,13.3,-98.2331053,34.89256647,5
US_0005874,413.63,0.3,16.78,806.22,62.3,-98.1244903,34.83784678,5
US_0005876,391.76,0.32,16.79,818.59,232,-97.8994861,34.9634007,5
US_0005878,520.22,0.36,15.78,696.67,4756,-97.7739273,34.92590298,5
US_0005879,355.66,0.48,16.83,915.82,7.19,-97.5847555,34.9714592,5
US_0005884,338.34,0.47,16.85,1002.25,44.1,-96.9886281,34.49536695,5
US_0005897,212.46,0.32,17.04,1086.45,2262,-95.7502479,34.02676714,5
US_0005899,475.89,2.75,16.09,1403.74,39.6,-94.6127236,34.63843685,10
US_0005900,278.86,1.11,16.39,1296.68,699,-95.3408025,34.5748229,5
US_0005901,277.9,1.16,16.64,1290.42,1129,-95.6052475,34.24871203,5
US_0005904,277.06,0.67,16.77,1323.63,320,-94.9021667,34.09760677,5
US_0005906,356.82,1.17,16.2,1428.24,322,-94.6352202,34.4623262,5
US_0005913,186.14,0.17,17.94,1125.79,150,-95.9141328,33.21177979,5
US_0005914,175.44,0.19,17.91,1137.66,44.1,-95.9155217,33.26650079,5
US_0005921,490.05,0.34,16.4,802.59,50967,-93.8594444,33.08944444,5
US_0005923,140.51,0.26,18.11,1113.57,23.4,-95.1843857,32.9756785,5
US_0005928,99.59,0.24,17.99,1206.14,365,-94.3574153,32.7779173,5
US_0005932,108.5,0.16,17.81,1227.08,48,-94.2901904,33.05402005,5
US_0005952,291.8170704,0.910366005,16.79487221,1495.297009,342.7437,-93.6061111,34.38277778,5
US_0005963,345.150664,0.790552388,16.84408838,1408.585043,67.36536,-92.9338889,34.7975,5
US_0005973,65.47685206,0.108981225,17.54717216,1338.193007,1046.593,-91.6561111,33.86638889,5
US_0005997,116.26,0.18,19.25,1586.69,158,-90.4611111,31.0122222,5
US_0006008,68.65019844,0.148659523,19.86448205,1590.829972,3889.502,-90.8520419,30.3326939,5
US_0006030,162.38,0.15,18.23,1092.81,756,-95.9194109,32.8062358,5
US_0006034,145.68,0.19,18.26,1090.31,2259,-95.206614,32.55986369,5
US_0006038,138.94,0.21,18.27,1104.34,3155,-94.7099324,32.41681793,5
US_0006040,117.51,0.21,18.47,1205.66,148,-94.4915904,32.2957125,5
US_0006045,110.38,0.22,18.71,1169.4,7178,-93.5660077,31.1737991,5
US_0006055,147.94,0.2,18.61,1053.66,232,-95.6055158,32.3095926,5
US_0006059,105.46,0.16,19.48,1124.54,79,-95.0866021,31.14046214,5
US_0006065,128.06,0.29,18.87,1185.69,31.3,-94.6413205,31.61629047,5
US_0006078,278.3180089,0.466535931,18.45705086,851.84,181.2632,-97.5830798,32.94568035,5
US_0006084,293.42,0.33,18.4,813.16,2685,-97.2894598,32.7517972,5
US_0006085,234.8689504,0.281319847,19.16442323,860.9655128,238.8121,-97.2650142,32.60346909,5
US_0006087,213.8794352,0.292252123,19.2446582,888.0064103,65.7722,-97.1230646,32.49097237,5
US_0006089,213.07,0.24,19.16,877.82,62.8,-97.1019533,32.5809695,5
US_0006090,192.04,0.32,19.18,886.05,298,-96.9258382,32.74763085,5
US_0006091,296.7,0.29,17.89,892.73,174,-97.1564016,33.62427479,5
US_0006093,233.95,0.22,17.92,1002.92,38.8,-96.9472267,33.55455428,5
US_0006094,225.89,0.24,17.94,1026.23,29.2,-96.8072191,33.52622016,5
US_0006099,226.5172805,0.259848704,18.6230771,928.3868132,327.3119,-97.1419573,33.15178696,5
US_0006107,198.45,0.25,19.01,978.33,66.4,-96.7566664,32.88929207,5
US_0006111,218.19,0.26,18.47,1029.18,164,-96.6086019,33.2445597,5
US_0006117,199.1,0.24,18.81,1000.7,120,-96.6144378,32.95984447,5
US_0006120,188,0.22,18.49,1035.21,1118,-96.5035991,32.7742947,5
US_0006123,227.39,0.27,18.54,889.52,8538,-96.1024708,32.14765255,5
US_0006128,177,0.24,19.36,913.43,333,-96.6813787,31.9384908,5
US_0006130,181.28,0.22,19.26,935.58,178,-96.6402676,32.2434807,5
US_0006131,181.71,0.26,19.25,918.88,807,-96.5202639,32.1984823,5
US_0006133,134.13,0.22,19.29,1005.13,142,-96.2899755,31.84849638,5
US_0006134,125.83,0.28,18.82,1058.83,207,-95.8688514,31.8809985,5
US_0006136,123.44,0.26,19.19,1042.89,150,-95.8882938,31.56989618,5
US_0006137,189.86,0.25,18.69,928.11,13911,-95.6563407,31.33851319,5
US_0006139,93.39,0.15,20.05,1069.2,321,-95.7777778,30.8847222,5
US_0006140,78.31,0.16,19.97,1174.62,57,-95.0885468,30.9071324,5
US_0006141,172.53,0.25,18.9,945.97,16583,-95.0199355,30.63214193,5
US_0006142,77.69,0.26,20.03,1240.96,141,-94.9588237,30.716306,5
US_0006143,170.86,0.25,18.9,956.19,16844,-94.9488223,30.57214544,5
US_0006144,65.17,0.15,20.28,1324.48,152,-94.7797222,30.48138889,5
US_0006151,80.75,0.2,20.42,1160.79,962,-95.2999348,30.0860514,5
US_0006158,64.43,0.1,20.87,1080.01,110,-95.8082835,29.9502237,5
US_0006159,61.09,0.1,20.87,1092.18,131,-95.7177249,29.959112,5
US_0006164,81.32,0.21,20.4,1238.46,388,-95.1243756,30.1454932,5
US_0006168,48.22,0.05,21.06,1066.33,63.3,-95.8068951,29.74328664,5
US_0006172,39.31,0.06,21.06,1109.45,290,-95.5577213,29.76217336,5
US_0006184,11.17,0.03,21.15,1296.98,8.26,-95.216323,29.69467363,5
US_0006189,20.50026817,0.096174672,21.15021383,1256.117949,29.0658,-95.2339608,29.93386089,5
US_0006206,671.33,0.29,18.05,584.39,228,-100.3887183,32.78760777,5
US_0006209,608.4,0.54,18.25,613.22,205,-99.7925909,32.5678991,5
US_0006212,518.79,0.19,18.37,619.33,478,-99.642588,32.93094435,5
US_0006215,501.07,0.61,18.3,684.17,39.3,-99.2750778,32.7076192,5
US_0006216,483.75,0.44,18.27,670.83,613,-99.1406299,32.73289717,5
US_0006217,458.98,0.37,18.29,692.5,280,-99.0045146,32.64845613,5
US_0006222,400.08,0.34,18.35,731.02,97,-98.7239509,32.8276216,5
US_0006225,278.51,0.37,18.88,815.01,70.3,-97.7325278,32.2701423,5
US_0006244,402.95,0.44,18.52,748.36,818,-98.0166919,31.0793403,5
US_0006245,368.47,0.45,18.99,778.86,33.3,-98.0369676,30.91156805,5
US_0006250,348.78,0.37,19.33,806,248,-97.7113993,30.6618592,5
US_0006251,341.69,0.38,19.39,824.09,133,-97.6911204,30.6257499,5
US_0006254,294.78,0.28,19.67,834.49,83.1,-97.6561202,30.69130304,5
US_0006255,289.07,0.33,19.58,836.23,738,-97.2788849,30.69436146,5
US_0006258,141.8,0.22,20.71,903.5,236,-96.9047037,30.33937764,5
US_0006259,132.8,0.24,20.57,929.58,244,-96.8174791,30.40743105,5
US_0006261,115.82,0.21,20.69,978.65,195,-96.5402466,30.41965196,5
US_0006262,162.92,0.19,19.39,955.78,239,-96.520814,31.57433657,5
US_0006263,143.16,0.15,19.34,1012,97.2,-96.3246953,31.5068396,5
US_0006265,137.43,0.21,19.67,970.24,1287,-96.2416274,30.9737987,5
US_0006286,747.08,0.43,18.79,501,405,-100.6403767,31.33016396,5
US_0006304,522.17,0.35,18.45,688.95,2073,-98.740603,31.5173861,5
US_0006312,632.67,0.44,19.36,602.36,3242,-99.1092185,30.66073685,5
US_0006313,554.93,0.64,19.15,677.94,215,-99.0958848,30.64351548,5
US_0006315,448.27,0.84,19.05,737.04,346,-98.4722511,30.557689,5
US_0006318,265.4,0.54,20.38,840.75,22.3,-97.7847301,30.37214825,5
US_0006320,323.04,0.48,19.9,834.09,107,-97.8447296,30.2740957,5
US_0006321,314.07,0.52,19.9,834.03,116,-97.8022283,30.24465306,5
US_0006325,214.33,0.46,20.38,837.29,12.3,-97.7502834,30.27659704,5
US_0006333,236.4831384,0.405882521,20.37564111,846.5760684,68.0087,-97.6605601,30.375205,5
US_0006336,368.58,0.42,19.52,851.5,124,-98.0077859,30.08298924,5
US_0006337,319.8,0.49,19.95,851.22,12.2,-97.9400076,30.15548749,5
US_0006340,311.86,0.47,20.38,845.45,8.24,-97.9033409,30.2090972,5
US_0006347,103.12,0.32,21.24,1052.37,17.3,-96.5321933,29.79911967,5
US_0006352,103.21,0.21,21.16,995.71,332,-96.812756,29.466908,5
US_0006353,82.46,0.17,21.32,993.59,579,-96.6741434,29.06553568,5
US_0006357,27.18071779,0.039347728,21.32863245,1095.45235,103.636,-96.4171913,29.07081227,5
US_0006360,666.58,0.39,19.78,674.92,169,-99.3869916,30.06409747,5
US_0006364,639.38,0.46,19.69,683.02,510,-99.163375,30.053266,5
US_0006368,525.31,0.58,19.66,767.16,1436,-98.1800106,29.85910758,5
US_0006380,349.41,0.44,20.18,784.14,3490,-97.4502702,29.48440414,5
US_0006383,278.89,0.36,20.68,776.21,4934,-97.3297129,29.09053147,5
US_0006385,88.89,0.18,21.51,822.44,357,-97.2263791,28.86165308,5
US_0006391,268.5455029,0.367951503,20.62061936,772.0450142,430.0784,-98.4502932,29.32218127,5
US_0006392,289.06,0.45,20.56,785.72,189,-98.4127925,29.35718017,5
US_0006393,555.61,0.79,20.38,702.69,328,-99.070035,29.72383537,5
US_0006397,445.4,0.71,20.81,696.95,885,-98.689744,29.33495798,5
US_0006399,426.07,0.65,20.75,704.64,967,-98.5814074,29.26218286,5
US_0006400,402.7,0.37,19.79,809.99,15,-98.6916896,29.57856108,5
US_0006403,348.62,0.5,20.86,714.67,1743,-98.3558463,29.2221853,5
US_0006417,20.47,0.05,22.29,911.98,87.8,-97.1124913,28.30361693,5
US_0006420,72.74,0.15,22.26,757.6,247,-97.620829,28.28250426,5
US_0006427,156.69,0.19,22.78,501.66,469,-98.9669678,27.96501329,5
US_0006435,439.65,0.84,21.02,655.47,150,-99.1514252,29.39078876,5
US_0006438,527.73,1.11,20.34,673.36,45,-99.4030997,29.573284,5
US_0006442,297.16,0.37,21.67,627.41,4493,-98.5475174,28.46749279,5
US_0006443,172.24,0.23,21.88,631.76,783,-98.5458513,28.58748787,5
US_0006444,270.65,0.34,21.59,642.56,5490,-98.2416752,28.48610326,5
US_0006451,237.69,0.29,21.84,618.49,16684,-97.625273,27.88307697,5
US_0006452,18.53,0.04,22.9,736.19,90.3,-97.5019377,27.71141879,5
US_0006496,2997.18,4.61,5.32,564.65,185,-105.6541222,36.68283889,4
US_0006508,3016.82,3.78,6.97,635.74,101,-105.6027889,36.16846667,4
US_0006516,2480.17,2.39,5.92,539.56,2047,-106.4174167,36.2372222,4
US_0006521,2857.41,4.73,7.16,582.03,34.1,-105.9097222,35.8461111,4
US_0006529,2622.95,2.35,5.56,465.74,14900,-106.3239444,35.618,4
US_0006530,2021.33,1.25,10.61,385.8,596,-106.2133889,35.46465278,8
US_0006540,2527.919069,2.335100471,6.409330674,447.7328404,45323.41,-106.6519444,35.182,4
US_0006560,3138.02,3.8,7.16,701.25,53.2,-105.6580278,35.77711389,4
US_0006565,2086,1.61,10.28,431.73,2330,-104.8005556,35.09138889,8
US_0006566,2080.38,1.6,10.33,430.26,2340,-104.7611111,35.05944444,8
US_0006568,2047.05,1.57,10.6,423.05,2430,-104.6888889,35.02416667,8
US_0006572,1752.62,0.99,12.5,377.25,5835,-104.1811111,34.3322222,8
US_0006573,1711.67,0.91,12.6,372.33,6574,-104.3066667,34.0633333,8
US_0006579,2012.69,1.97,12.77,385.59,963,-104.721675,33.29986944,8
US_0006580,1742.924709,1.418056332,13.4284645,369.1157802,4293.276,-104.4717167,33.408775,8
US_0006590,1363.29,0.94,15.45,331.65,220,-104.4213889,32.5886111,8
US_0006591,1436.63,1.09,15.47,341.76,285,-104.3749889,32.50608056,8
US_0006593,1402.08,1.23,15.94,340.26,451,-104.2294444,32.40333333,8
US_0006602,2275.24,2.22,12.61,440.86,184,-107.9737889,32.854675,8
US_0006613,3181.064941,2.32044,0.807478647,706.6333333,5.737122,-105.8325098,39.8894312,4
US_0006633,2632.590487,2.522288902,1.786728413,537.7138889,708.4699,-106.4139212,40.10859628,4
US_0006640,3336.562564,4.789315224,0.927350438,641.1833333,50.01205,-106.040296,39.6397087,4
US_0006661,3250.15,4.28,0.39,554.3,186,-106.402529,39.55387495,4
US_0006671,3213.738673,4.866410717,0.826773516,542.7646154,942.5802,-106.447808,39.60943048,4
US_0006704,2680.380314,4.029193229,3.664066675,449.4224364,22347.26,-108.355086,39.09859226,4
US_0006737,2912.643632,5.368914802,3.380021487,591.5997203,960.6099,-107.7603056,38.24055556,4
US_0006748,2544.084845,2.73589949,6.786857202,514.2089744,3662.33,-108.905382,38.04443666,4
US_0006753,2729.044256,3.657519226,5.12530218,511.7837302,1916.427,-108.5020343,38.2441571,4
US_0006759,2147.801483,6.674798383,10.38269268,341.051567,156.1129,-109.4501174,38.6738712,6
US_0006808,2741.031197,2.943306384,2.701587756,511.0808048,524.9179,-106.8917667,40.2642611,4
US_0006856,2499.390709,2.822378866,5.541331034,370.189335,1286.201,-110.7418242,40.1271783,4
US_0006869,3252.326443,4.086509034,2.012179463,447.8289377,400.8632,-110.1143226,40.5913396,4
US_0006938,3573.454179,5.29879772,0.368376084,814.2752821,234.4334,-107.6592278,37.8111077,4
US_0006941,3537.849819,5.255650972,0.368376095,807.7008974,374.1187,-107.6675614,37.7902746,4
US_0006959,2137.98,1.75,8.13,404.39,14600,-109.0295833,37.00113889,8
US_0006961,2000.493852,1.513819818,9.748427073,392.522381,624.4783,-108.7006527,37.3266601,8
US_0006964,2663.827808,4.22182,10.28611144,460.7910256,30.70289,-109.3695625,37.8466608,4
US_0006967,1905.56,1.25,10.8,256.91,3650,-109.7106684,36.943891,8
US_0006979,2317.642496,1.714232148,9.309204468,392.5034554,2187.448,-109.3623199,34.4505935,4
US_0006984,2422.89,1.06,9.22,421.06,71.4,-108.552975,35.28255278,4
US_0006985,2240.6,1.06,9.39,359.43,835,-108.7516667,35.10027778,8
US_0007000,1946.125033,1.082536428,10.89923255,250.4560667,2383.868,-110.563,35.65480556,8
US_0007001,1660.030347,0.631737,12.17457302,181.1512821,14.21165,-110.9304167,35.78069444,8
US_0007002,1880.74,1.07,11.25,221.51,1629,-111.2018069,36.10499334,8
US_0007006,1863.077673,0.848351893,11.33332957,355.6605863,7320.79,-112.6901,36.21946667,8
US_0007007,1852.91489,0.904834269,11.3447597,353.913446,7625.536,-112.761305,36.30581618,8
US_0007008,1504.774716,3.216452844,13.71270588,265.8066239,727.8843,-113.3682663,35.76498839,8
US_0007010,1557.294841,1.219054621,14.24266153,283.5328402,959.3456,-113.6577185,35.38416188,8
US_0007012,1933.903024,2.263572878,9.467521472,385.1547009,899.9234,-112.9585499,37.16414955,8
US_0007018,1879.568764,3.244126743,10.07457017,384.4699425,3652.973,-113.3532832,37.19248238,8
US_0007021,2229.841226,4.552815176,12.56588354,416.9715201,276.8599,-113.6319052,37.38470108,4
US_0007030,1354.197839,2.467459951,13.43959332,254.1012108,1519.24,-113.9335767,36.90192134,8
US_0007052,1341.46,2.03,16.06,297.17,2732,-113.6243774,34.46251664,8
US_0007053,1209.99,2.09,16.15,357.51,1129,-113.3471441,34.305854,8
US_0007055,1126.73,1.91,16.67,290.41,5327,-114.0277209,34.2625155,8
US_0007072,2376.175293,5.56009,16.68098298,586.0230769,11.6802,-109.8381364,32.74395706,4
US_0007095,1322.27,2.78,17.75,427.23,871,-110.9145354,32.2714643,8
US_0007097,719.3108826,0.137671,21.70277791,278.7,3.250256,-111.0120406,32.30340807,2
