no,ELE,SLP,TMP,PPT,AREA,LON,LAT,Cluster
BR_0000143,943.63,1.69,21.24,1323.61,227000,-65.0064,-12.7994,11
BR_0000150,2152.84,6.19,16.68,1256.37,70000,-67.5333,-14.4453,6
BR_0000153,1104.07,2.78,17.71,1426.11,244000,-66.0778,-11.0014,11
BR_0000155,990.4,2.5,18.43,1461.17,281000,-65.5722,-10.5403,11
BR_0000158,657.87,1.36,21.19,1313.12,921000,-65.3667,-9.7053,11
BR_0000160,192.3847539,0.290278652,26.46836697,1684.509869,6887.94,-67.1831,-10.3372,2
BR_0000165,629.96,1.32,21.61,1377.14,976000,-63.9169,-8.7483,11
BR_0000166,223.39,0.59,26.14,1947.13,8140,-63.0714,-9.9256,3
BR_0000167,163.76,0.3,26.3,2099.72,988,-62.9847,-9.8869,3
BR_0000177,144.16,0.3,26.32,2095.54,12700,-63.7106,-8.7986,3
BR_0000179,381.32,0.51,25.55,1720.44,4360,-60.8678,-11.7489,2
BR_0000180,345.9480059,0.498888061,25.66383367,1702.986665,6145.919,-61.1811,-11.6703,2
BR_0000184,319.65,0.51,25.82,1633.9,10100,-61.1922,-11.6836,2
BR_0000186,281.32,0.42,26,1704,32800,-61.9356,-10.8736,2
BR_0000187,236.95,0.48,26.15,1868.92,3960,-62.4656,-10.4458,3
BR_0000193,234.5,0.4,26.15,1908.54,60200,-62.0556,-8.9322,3
BR_0000195,585.54,1.17,22.07,1458.04,1090000,-63.0183,-7.5028,11
BR_0000197,71.59825187,0.025912829,26.65294906,2163.469814,883.3867,-62.6553,-7.6303,3
BR_0000200,559.29,1.14,22.63,1580.43,1150000,-61.3019,-5.8167,11
BR_0000201,326.02,0.52,26.08,1866.2,15200,-59.4661,-10.1694,3
BR_0000204,187.6,0.41,26.31,2003.81,70100,-60.5783,-7.7058,3
BR_0000212,151.04,0.44,26.63,2102.92,12700,-59.0422,-6.7956,3
BR_0000225,243.2274886,0.454973803,26.95425376,2173.814932,38988.68,-57.0431,-0.9978,3
BR_0000228,227.3840023,0.465828154,26.96490708,2177.830469,51803.9,-57.0614,-1.065,3
BR_0000229,241.254932,0.626152801,27.07985878,2155.510744,21582.92,-57.9747,-0.6947,3
BR_0000244,468.3,1,23.99,2012.68,4670000,-55.5131,-1.9192,7
BR_0000246,340.9,0.5,26.55,2313.16,19800,-54.8728,-1.5031,3
BR_0000247,624.6579695,0.616063756,24.89174378,1736.163744,4378.244,-59.0078,-13.4608,2
BR_0000252,477.54,0.53,25.49,1806.2,55900,-58.3428,-11.3583,2
BR_0000253,385.63,0.38,25.67,1958.17,24700,-58.0481,-11.7181,3
BR_0000257,370.71,0.4,25.8,1948.12,37100,-57.4236,-11.5367,3
BR_0000262,471.27,0.53,24.61,1784.15,10800,-55.3347,-13.5575,2
BR_0000266,408.43,0.35,25.56,1842.12,40700,-55.5508,-10.9558,2
BR_0000267,386.04,0.38,25.63,1887.88,52200,-55.5706,-10.1133,3
BR_0000270,442.96,0.65,25.34,2231.18,1010,-54.8858,-9.8172,3
BR_0000279,256.2847607,0.476722862,26.0796098,2237.708527,6175.106,-56.8517,-6.8197,3
BR_0000284,273.5406013,0.463939638,25.97038029,2217.27753,37686.32,-55.7725,-6.2575,3
BR_0000285,269.1647271,0.467728557,26.12459295,2273.486169,40511.1,-55.8333,-5.5,3
BR_0000289,154.79,0.54,26.81,1823.45,16200,-54.3017,-2.8156,3
BR_0000291,336.82,0.7,26.53,2194.55,12400,-54.3972,-1.7789,3
BR_0000293,370.65,0.35,26.4,2021.65,7230,-54.6569,1.2208,3
BR_0000309,341.55,0.46,25.95,1862.74,255000,-52.0578,-6.6042,3
BR_0000311,332.87,0.49,25.99,1870.08,281000,-52.8772,-5.3928,3
BR_0000316,280.35,0.41,25.95,2162.81,35600,-54.5208,-5.65,3
BR_0000319,304.29,0.43,26.15,1876.82,448000,-52.2122,-3.2147,3
BR_0000325,221.54,0.68,26.67,2420.6,4470,-52.5797,-0.5544,3
BR_0000326,252.66,0.55,26.46,2297.29,51500,-52.5692,-0.5678,3
BR_0000327,150.2845475,0.61744181,26.46887456,2510.951092,684.0345,-52.0697,-0.4522,3
BR_0000340,837.3,1.2,23.41,1440.12,11200,-48.6739,-14.9775,11
BR_0000343,816.52,1.22,24.12,1609.14,1970,-49.3278,-15.7186,11
BR_0000346,726.8,0.85,25.38,1624.31,3700,-49.6908,-15.4961,2
BR_0000347,728.31,0.89,24.88,1589.58,10600,-49.5519,-15.2753,11
BR_0000350,705.06,0.93,25.13,1550.33,18400,-49.0639,-14.7397,2
BR_0000351,735.65,1.06,24.23,1502.85,34600,-49.0417,-14.5186,11
BR_0000352,869.3891249,2.006412946,23.69893187,1458.09011,1605.115,-48.1586,-14.5681,11
BR_0000353,787.12,1.78,24.17,1451.84,2910,-48.2033,-14.3692,11
BR_0000355,1010.39,1.33,24.16,1464.8,4680,-48.0903,-14.1836,11
BR_0000356,822.16,1.69,24.63,1520.44,878,-47.9289,-13.9881,11
BR_0000357,730.68,1.23,24.92,1491.22,57400,-48.1381,-13.5331,11
BR_0000358,730.68,1.23,24.92,1491.22,57400,-48.1375,-13.5325,11
BR_0000360,658.19,1.51,24.38,1336.69,7210,-47.0472,-14.4508,11
BR_0000362,773.16,0.81,24.7,1280.04,3760,-46.4906,-14.4769,2
BR_0000363,656.71,1.17,24.73,1353.75,22600,-46.8375,-13.7625,2
BR_0000366,621.48,0.94,25.72,1317.18,2840,-46.7803,-13.4986,2
BR_0000368,649.46,1.23,24.96,1353.53,29600,-47.1383,-13.425,2
BR_0000370,616.83,1.26,25.05,1370.83,40200,-47.8861,-12.6211,2
BR_0000371,669.59,1.87,25.38,1338,1040,-46.5122,-12.7936,11
BR_0000372,541.8,0.94,25.99,1365,12400,-47.1958,-12.4167,2
BR_0000373,499.56,0.84,26.2,1365.51,17700,-47.8614,-12.6033,2
BR_0000375,639.67,1.19,25.55,1438.52,126000,-48.3467,-12.2511,2
BR_0000376,634.62,1.19,25.55,1438.52,128000,-48.5328,-12.0231,2
BR_0000377,391.25,0.66,26.46,1501.48,8720,-48.7117,-12.3922,2
BR_0000379,357.54,0.51,26.72,1516.56,13900,-48.6572,-11.9819,2
BR_0000380,580.49,0.98,26.03,1330.51,1780,-47.0447,-11.6114,2
BR_0000382,406.14,0.68,26.63,1406.16,14500,-48.2886,-11.5328,2
BR_0000385,546.12,1.02,25.96,1447.5,185000,-48.38,-9.5681,2
BR_0000387,464.37,0.68,26.46,1275.71,18000,-47.6747,-9.9633,2
BR_0000389,419.22,0.73,27.03,1401.75,12100,-47.8275,-10.0003,2
BR_0000391,404.54,0.62,26.77,1345.05,44100,-47.9292,-9.3069,2
BR_0000392,506.21,0.89,26.13,1459.19,242000,-48.1114,-8.3917,2
BR_0000396,387.23,0.53,26.83,1207.06,3120,-46.9269,-7.9939,2
BR_0000397,327.47,0.54,26.96,1344.55,4100,-47.2611,-7.9633,2
BR_0000399,479.55,0.84,26.26,1473.35,275000,-47.4731,-7.3375,2
BR_0000403,463.51,0.82,26.36,1478.78,297000,-47.4689,-5.7894,2
BR_0000406,771.74,0.77,23.53,1606.86,2080,-53.2172,-17.3011,11
BR_0000411,765.52,0.65,23.58,1604.3,4460,-53.1386,-17.1611,11
BR_0000415,635.12,0.85,24,1590.23,18400,-52.5497,-16.2006,2
BR_0000426,641.63,0.87,25.31,1615.22,2060,-50.9967,-16.5125,2
BR_0000433,457.39,0.83,26.3,1601.74,5310,-50.7047,-15.5358,2
BR_0000435,516.94,0.79,24.85,1595.18,76300,-51.0814,-14.9128,2
BR_0000437,481.38,0.71,25.08,1589.28,92300,-50.8,-13.6897,2
BR_0000446,610.91,0.46,23.64,1744.92,17700,-53.0558,-15.2492,2
BR_0000449,478.05,0.53,24.38,1679.86,41100,-51.6964,-14.0867,2
BR_0000451,416.84,0.54,25.45,1612.34,194000,-50.6625,-11.6181,2
BR_0000454,240.5251169,0.252026969,27.37744141,1547.094628,6481.835,-49.9481,-12.0986,2
BR_0000455,266.78,0.3,27.31,1538.42,6610,-49.5892,-12.4178,2
BR_0000464,339.17,0.44,25.77,1703.98,332000,-49.2594,-8.2694,2
BR_0000466,236.41,0.43,27.07,1765.58,1150,-49.0453,-7.6136,2
BR_0000467,251.73,0.55,27.02,1727.26,1580,-48.6103,-7.1453,2
BR_0000470,324.9,0.44,25.86,1731.28,377000,-48.5422,-6.4097,2
BR_0000473,321.24,0.43,25.89,1727.82,388000,-48.1325,-5.6514,2
BR_0000474,376.36,0.61,25.91,1650.87,703000,-49.1244,-5.3386,2
BR_0000477,368.68,0.61,25.91,1650.87,746000,-49.3242,-5.1281,2
BR_0000479,362.46,0.58,26,1664.06,764000,-49.6533,-3.7578,2
BR_0000481,91.41,0.28,25.71,2725.03,3330,-51.4219,2.9567,3
BR_0000482,64.97,0.28,25.7,2882.37,514,-51.4611,3.0422,3
BR_0000484,81.86,0.24,25.96,2733,296,-51.3611,2.6978,3
BR_0000485,77.6,0.25,26.8,2413.95,1810,-50.925,1.3978,3
BR_0000486,148.77,0.25,26.19,2474.8,10600,-51.7064,0.9861,3
BR_0000489,174.07,0.37,26.26,2409.71,10800,-52.01,0.9006,3
BR_0000492,75.53,0.2,27.28,2334.4,3440,-47.0547,-1.8669,3
BR_0000494,71.41,0.22,27.28,2370.03,5220,-47.0656,-1.5406,3
BR_0000497,149.39,0.42,27.54,1964.89,25900,-48.0847,-3.1372,3
BR_0000498,134.44,0.41,27.51,2052.93,32200,-47.7681,-2.5128,3
BR_0000503,75.99,0.2,27.33,2324.03,1800,-46.7089,-1.8581,3
BR_0000505,66.54,0.2,27.32,2350.02,2630,-46.5914,-1.7353,3
BR_0000507,120.02,0.48,27.43,2067.5,4690,-46.8028,-2.7717,3
BR_0000510,134.21,0.4,27.27,1834.82,32900,-46.3161,-1.8006,3
BR_0000512,64.02,0.2,27.37,2016.27,3870,-45.6672,-2.9442,3
BR_0000513,51.56,0.19,27.52,2371.17,724,-45.785,-2.5031,3
BR_0000514,263.73,0.59,26.94,1294.74,5480,-46.9342,-4.6961,2
BR_0000517,222.31,0.71,27.16,1252.07,5930,-45.7789,-4.0331,2
BR_0000518,192.72,0.59,27.2,1400.14,35400,-45.4669,-3.66,2
BR_0000519,336.24,0.68,26.51,1176.88,3730,-45.9828,-5.7667,2
BR_0000522,288.1,0.64,26.7,1074.64,3000,-45.3183,-5.735,2
BR_0000525,270.73,0.56,26.72,1129.82,13200,-45.2436,-5.5006,2
BR_0000526,257.21,0.52,26.77,1136,15400,-44.9614,-5.1019,2
BR_0000527,212.12,0.5,27.32,1082.92,1320,-44.9278,-5.4194,2
BR_0000530,219.94,0.5,26.99,1202.11,24000,-44.6056,-4.5703,2
BR_0000531,212.09,0.5,27.06,1224.39,25200,-44.6758,-4.37,2
BR_0000532,210.44,0.48,27.07,1232.14,25500,-44.7653,-4.2194,2
BR_0000534,306.96,0.53,26.54,1215.32,4510,-46.1447,-5.8178,2
BR_0000535,242.6,0.52,26.68,1181.37,3590,-46.2403,-5.5944,2
BR_0000540,208.87,0.51,27.03,1264.13,20300,-45.2181,-3.7722,2
BR_0000542,389.67,0.9,26.67,1218.67,6060,-44.3603,-6.3708,2
BR_0000544,377.88,0.78,26.61,1190.75,5750,-44.7083,-6.0669,2
BR_0000545,356.72,0.74,26.77,1196.65,6890,-44.34,-6.0072,2
BR_0000546,362.82,0.84,26.76,1187.45,15000,-44.2486,-6.0208,2
BR_0000548,278,0.68,27.41,1173.38,5320,-43.5861,-5.7061,2
BR_0000549,305,0.71,27.14,1155.85,27300,-43.8844,-5.3372,2
BR_0000550,279.34,0.66,27.27,1194.34,32700,-43.3675,-4.865,2
BR_0000551,120.78,0.29,27.71,1340.27,5560,-43.9333,-4.4653,2
BR_0000552,236.04,0.57,27.41,1272.63,43800,-44.1297,-4.1258,2
BR_0000558,215.37,0.53,27.48,1340.82,49900,-44.3792,-3.6278,2
BR_0000561,87.01,0.23,27.77,1604.4,4210,-43.7028,-3.5775,2
BR_0000563,87.27,0.19,27.61,1670.75,3990,-43.525,-3.3347,2
BR_0000565,81.26,0.23,27.71,1665.61,12600,-43.8989,-3.4594,2
BR_0000570,458.63,0.82,26.43,1166.07,25500,-45.6667,-8.2808,2
BR_0000571,458.4210296,0.857004901,26.43033795,1166.067746,25616.7,-45.6683,-8.2708,2
BR_0000574,472.82,0.94,26.99,1008.72,15600,-44.6142,-7.3908,2
BR_0000586,415.95,0.76,26.7,1039.9,140000,-43.0278,-6.7614,2
BR_0000593,427.0996355,0.801602299,26.98389435,644.1799268,17719.16,-41.7703,-7.1894,2
BR_0000601,390.86,0.7,26.8,916.28,235000,-43.0242,-5.5719,2
BR_0000604,504.9069789,1.108559384,26.41487019,806.4029304,520.8577,-41.125,-4.6197,2
BR_0000605,418.08,0.82,26.56,837.55,19200,-41.7375,-5.2231,2
BR_0000607,390.31,0.75,26.77,898.24,43400,-42.2136,-5.6664,2
BR_0000608,359.3295952,0.745832754,26.9735374,979.4162587,51466.67,-42.6967,-5.2025,2
BR_0000609,359.22,0.74,26.97,979.42,51400,-42.7167,-5.2,2
BR_0000614,149.92,0.24,27.52,1371.28,11200,-42.2297,-3.9028,2
BR_0000617,202.33,0.49,27.18,1255.02,21800,-41.9742,-3.7239,2
BR_0000625,302.92,0.91,26.51,846.88,3640,-40.43,-4.1442,2
BR_0000628,331.82,1,26.35,706.65,2370,-40.1264,-4.0969,2
BR_0000629,306.03,0.93,26.63,746.56,2800,-40.3797,-3.9092,2
BR_0000633,150.78,0.43,27.55,798.41,46,-40.1875,-3.8247,2
BR_0000635,176.77,0.74,27.01,805.67,2680,-39.8339,-3.3642,2
BR_0000639,522.01,2.45,26.42,1273.71,223,-38.7797,-4.1933,2
BR_0000642,225.29,1.02,26.97,861.54,4100,-38.4833,-4.3,2
BR_0000646,572.89,0.68,25.8,650.43,3460,-39.9617,-6.6461,2
BR_0000649,553.19,1.02,25.55,765.75,3530,-39.5086,-6.5578,2
BR_0000650,542.28,1.08,25.61,816.73,6000,-39.4997,-6.5344,2
BR_0000655,617.03,0.82,25.37,832.45,4230,-38.9847,-7.3,2
BR_0000657,529.7,1.05,25.61,879.81,8840,-38.9667,-6.75,2
BR_0000659,454.81,0.86,26.15,752.3,39600,-38.6331,-5.8997,2
BR_0000665,324.48,0.73,26.93,751.53,17300,-38.4464,-5.1219,2
BR_0000670,242.07,0.84,27.67,809.43,7690,-37.515,-5.45,2
BR_0000671,210.0458796,0.719776245,27.79122377,803.9372747,9788.273,-37.3622,-5.2194,2
BR_0000672,160.7233665,0.315093399,27.95088788,794.156062,1134.826,-37.3147,-5.8672,2
BR_0000674,114.9255984,0.334314336,28.03800754,777.2112032,3062.397,-37.2889,-5.2886,2
BR_0000682,490.35,0.96,25.2,862.88,4560,-37.9281,-7.2044,2
BR_0000684,452.67,0.96,25.33,859.38,8580,-37.9242,-6.9658,2
BR_0000685,401.12,0.88,25.95,845.17,15200,-37.7975,-6.7258,2
BR_0000687,483.3082342,1.934977815,24.80452058,653.3383266,1682.891,-37.27,-7.0228,2
BR_0000689,372.62,0.91,25.85,782.41,21600,-37.3525,-6.3781,2
BR_0000691,426.1917147,1.025975618,26.03811479,594.0542921,6293.861,-37.0906,-6.4511,2
BR_0000692,375.14,0.88,26.14,614.78,9710,-37.1803,-6.3703,2
BR_0000695,340.72,0.89,26.22,726.93,38100,-36.8911,-5.6164,2
BR_0000710,388.25,0.94,24.98,777.07,3450,-35.2206,-6.445,2
BR_0000711,392.81,1.11,24.84,925.89,875,-35.4681,-7.0297,2
BR_0000713,309.31,0.87,25.09,972.84,2950,-35.1631,-6.8519,2
BR_0000715,604.57,0.57,24.03,622.84,5030,-36.5053,-7.7211,2
BR_0000717,555.71,0.49,24.38,557.58,13700,-35.9997,-7.5283,2
BR_0000725,170.52,0.96,25.21,1131.52,472,-35.1175,-7.5578,2
BR_0000727,270.04,0.96,25.19,1047.37,692,-35.2331,-7.7542,2
BR_0000730,628.49,1.31,23.5,548.56,1560,-36.2022,-7.9619,2
BR_0000733,495.17,1.16,23.99,623.81,5580,-35.4519,-7.8789,2
BR_0000740,421.69,1.03,24.2,747.99,7290,-35.0392,-7.9986,2
BR_0000746,162.55,0.72,24.54,1380.32,372,-35.0628,-8.2792,2
BR_0000751,685.31,1.05,23.28,833.17,2960,-35.3647,-8.2819,2
BR_0000755,348.62,0.99,24.05,1371.53,1310,-35.3056,-8.6375,2
BR_0000757,630.08,0.86,22.84,680.03,2610,-35.9153,-8.4975,2
BR_0000760,546.92,1.1,23.1,842.38,4910,-35.5769,-8.6794,2
BR_0000763,288.13,1.01,23.89,1407.36,756,-35.4469,-8.8411,2
BR_0000766,251.1,1.23,24.29,1534.33,787,-35.5475,-9.1297,2
BR_0000768,631.35,1.17,23.45,1118.25,767,-36.2175,-9.1678,2
BR_0000769,662.49,0.91,22.86,938.98,1170,-36.0511,-9.0042,2
BR_0000770,580.82,1.11,23.28,1070.55,2900,-36.0358,-9.1544,2
BR_0000772,505.41,1.09,23.55,1211.81,3560,-35.8597,-9.4672,2
BR_0000773,661.4,1.11,23.45,994.52,1340,-36.4744,-9.3169,2
BR_0000774,586.9717371,1.15052294,23.47289061,1076.65412,1918.934,-36.2492,-9.3792,2
BR_0000775,498.93,1.1,23.55,1130.97,2600,-36.0228,-9.5067,2
BR_0000784,1002.23,2.16,20.97,1586.96,757,-46.2322,-20.2156,11
BR_0000788,780.47,0.91,21.53,1411.18,296,-45.6597,-20.2372,11
BR_0000793,975.13,1.33,21.25,1532.11,569,-46.0181,-19.8881,11
BR_0000798,709.88,0.62,22.1,1416.6,650,-45.61,-19.6706,11
BR_0000805,844.18,0.76,21.17,1472.56,1040,-44.9183,-20.2161,11
BR_0000807,850.82,0.81,21.13,1489.87,1910,-44.8933,-20.1847,11
BR_0000809,1005.86,0.78,21.46,1547.52,338,-44.5814,-20.0664,11
BR_0000812,864.01,0.98,21.84,1470.64,1560,-44.8183,-19.7436,11
BR_0000818,681.17,0.71,22.95,1307.37,769,-45.2214,-19.3317,11
BR_0000820,703.11,0.72,22.88,1364.56,471,-45.4419,-19.1628,11
BR_0000823,1002.43,0.86,20.31,1454.17,462,-43.9086,-20.6039,11
BR_0000829,1017.687512,0.958493133,20.23767838,1464.903704,573.2303,-43.8356,-20.5186,11
BR_0000837,1002.23,0.96,20.33,1479.89,2770,-44.0211,-20.4081,11
BR_0000840,993.57,1.05,20.38,1503.43,4120,-44.1667,-20.1569,11
BR_0000841,943.57,1.44,21.21,1546.95,670,-44.25,-20.15,11
BR_0000868,908.49,1,21.16,1474.24,8750,-44.5478,-19.4231,11
BR_0000872,917.65,1.03,22.38,1465.57,1730,-45.7,-18.95,11
BR_0000873,887.73,1.15,22.58,1419.98,2214.8,-45.5658,-18.6769,11
BR_0000874,893.03,0.95,22.93,1364.64,970,-45.6458,-18.4672,11
BR_0000876,911.01,0.84,22.7,1424.04,1200,-46.0397,-18.7064,11
BR_0000879,862.81,0.88,22.99,1351.39,5186.2,-45.4619,-18.1089,11
BR_0000880,791.32,0.81,22.27,1316.1,62200,-44.9431,-17.3692,11
BR_0000883,1174.37,1.72,19.63,1523.4,175,-43.6164,-20.3053,11
BR_0000890,1102.9,1.63,19.63,1545.87,1550,-43.8239,-20.0247,11
BR_0000898,987.91,1.49,20.99,1494.49,3730,-43.8147,-19.705,11
BR_0000904,901.83,1.22,21.24,1457.22,7080,-44.0247,-19.2172,11
BR_0000906,791.52,0.85,22.28,1340.98,238,-44.1528,-19.3714,11
BR_0000909,772.24,0.79,22.32,1320.53,469,-44.13,-19.2917,11
BR_0000914,834.24,1.07,21.54,1393.88,10700,-44.1939,-18.6728,11
BR_0000915,638.57,0.52,23.09,1073.14,826,-44.2319,-18.5875,2
BR_0000921,1025.99,1.86,21.23,1323.56,3980,-44.0506,-18.645,11
BR_0000925,905.82,2.32,21.79,1015.51,1420,-44.1775,-17.9964,11
BR_0000929,792.86,1.32,22.26,1003.04,4350,-44.2169,-17.2803,11
BR_0000931,868.71,1.41,22.71,1106.46,532,-44.2414,-17.0911,11
BR_0000935,851.11,0.63,22.73,1033.94,1310,-44.3761,-16.4669,11
BR_0000937,756.76,1.9,23.33,1438.87,464,-47.0108,-17.915,11
BR_0000939,792.5,1.25,23.4,1388.07,248,-47.0222,-17.2292,11
BR_0000940,693.26,0.95,23.76,1363.19,2000,-46.6461,-17.5125,11
BR_0000941,677.1,0.9,23.76,1368.77,7750,-46.5711,-17.5025,2
BR_0000945,660.25,0.79,23.71,1282.02,1590,-46.5867,-16.8744,2
BR_0000946,762.89,1.42,23.56,1344.85,551,-46.8186,-17.0417,11
BR_0000970,877.98,0.8,22.72,1372.29,5360,-46.88,-16.3494,11
BR_0000973,793.07,0.68,23.43,1307.43,424,-46.8003,-16.2489,11
BR_0000974,736.47,0.71,23.49,1292.33,680,-46.6647,-16.5006,11
BR_0000975,817.26,1.01,23.59,1311.54,553,-46.7456,-16.1347,11
BR_0000980,887.34,0.94,23.21,1290.7,210,-45.7589,-18.1392,11
BR_0000982,760.62,0.6,23.63,1141,5700,-45.4356,-17.1211,2
BR_0000983,701.16,0.75,23.59,1258.92,40900,-45.5394,-17.0306,2
BR_0000989,784.72,1.77,23.64,1304.65,3020,-46.4122,-15.6097,11
BR_0000990,882.94,1.14,24.25,1334.57,3160,-46.2828,-15.5217,11
BR_0000992,780.94,1.23,24.15,1365.6,11800,-46.1106,-15.9244,11
BR_0000994,753.24,1.03,24.04,1308.79,18600,-45.7417,-16.1331,11
BR_0000995,778.4,0.66,23.95,1133.31,2300,-45.7403,-16.4289,2
BR_0000999,725.37,0.95,24.04,1260.22,24600,-45.2369,-16.2681,11
BR_0001001,688.13,0.57,24.32,1057.87,3230,-44.7681,-15.4831,2
BR_0001004,745.11,0.86,22.94,1267.32,194000,-44.3967,-15.6011,11
BR_0001009,628.48,0.64,25.03,892.04,624,-44.0925,-14.6514,2
BR_0001013,660.66,0.76,23.63,908.82,12200,-43.6756,-15.3431,2
BR_0001015,634.82,0.88,23.91,847.41,29400,-43.55,-14.7828,2
BR_0001019,732.53,0.68,24.46,1091.46,5850,-44.5225,-14.2642,2
BR_0001020,736,0.64,24.46,1133.11,12600,-44.4094,-14.2831,2
BR_0001021,732.59,0.56,24.39,1009.33,2380,-44.4831,-14.4236,2
BR_0001024,721.64,0.65,24.53,1098.55,16300,-44.1522,-14.26,2
BR_0001027,709.67,0.8,23.25,1194.07,271000,-43.4392,-13.2569,11
BR_0001029,791.98,0.45,24.87,1021.21,3900,-44.6383,-13.3414,2
BR_0001037,794.9,0.48,24.79,1016.13,5540,-44.5689,-13.4528,2
BR_0001040,759.67,0.49,24.67,1006.03,9550,-44.2856,-13.56,2
BR_0001041,761.46,0.44,24.81,1047.38,29600,-44.1994,-13.3969,2
BR_0001042,753.92,0.46,24.87,1024.55,31000,-43.9089,-13.2914,2
BR_0001043,710.59,0.77,23.39,1186.11,309000,-43.3797,-12.8686,2
BR_0001044,705.62,0.78,23.52,1181.71,314000,-43.2264,-12.6967,2
BR_0001050,776.26,0.28,25.15,1195.29,4950,-45.0856,-12.4306,2
BR_0001052,793.88,0.26,25.27,1254.7,6350,-45.1222,-12.4106,2
BR_0001054,761.99,0.38,24.86,981.8,4470,-44.9531,-12.4044,2
BR_0001057,758.66,0.43,25.39,1270.85,5380,-45.1033,-12.1358,2
BR_0001060,805.6,0.16,25.29,1227.84,2710,-45.6081,-11.8953,2
BR_0001065,757.7,0.43,25.26,1093.37,33100,-44.8772,-11.9794,2
BR_0001068,717.13,0.48,25.29,1080.91,39600,-44.1567,-11.6106,2
BR_0001069,736.33,0.58,25.47,1102.73,6930,-45.5278,-10.9936,2
BR_0001074,663.88,0.61,25.58,1019.03,22000,-43.9494,-11.2356,2
BR_0001079,780.69,1.66,23.78,586.44,6750,-42.3439,-10.9844,11
BR_0001089,507.12,0.56,25.4,445.64,3540,-40.2119,-9.4892,2
BR_0001090,444.6048838,0.391994193,26.00067031,420.259929,3183.701,-39.9367,-9.1008,2
BR_0001095,661.83,0.74,24.53,997.45,561000,-39.2444,-8.6261,2
BR_0001099,579.58,0.8,24.99,746.46,9660,-38.5303,-8.1722,2
BR_0001110,636.08,0.75,24.6,980.76,631000,-36.8239,-10.2139,2
BR_0001111,156.98,0.52,25.87,934.99,735,-36.9608,-10.5894,2
BR_0001117,484.2,0.66,24.99,495.41,7300,-38.5989,-10.0058,2
BR_0001118,489.76,0.77,25.12,515.52,8730,-38.3261,-10.0919,2
BR_0001121,394.41,0.71,25.23,595.66,15900,-37.3469,-10.9431,2
BR_0001123,300.42,0.7,25.11,727.32,2940,-37.975,-11.1931,2
BR_0001124,247.08,0.63,25.19,816.02,4480,-37.5681,-11.5397,2
BR_0001132,466.69,0.75,24.6,560.42,18300,-39.2244,-10.9981,2
BR_0001133,435.41,0.73,24.64,556.43,26100,-38.8372,-11.0603,2
BR_0001137,394.07,0.72,24.79,613.24,35200,-37.8033,-11.7347,2
BR_0001138,289.1,0.65,24.93,728.39,2890,-38.3467,-11.7822,2
BR_0001139,240.01,0.56,25.08,943.87,4380,-37.755,-12.055,2
BR_0001140,196.45,0.42,25.1,1197.16,1200,-37.9667,-12.1333,2
BR_0001141,196.45,0.42,25.1,1197.16,1200,-37.9414,-12.1292,2
BR_0001144,242.3,0.41,24.76,865.88,1210,-38.7914,-12.3322,2
BR_0001148,214.08,0.51,24.83,1016.03,3210,-38.3217,-12.4208,2
BR_0001150,189.97,0.46,24.89,1090.49,4480,-38.1331,-12.3761,2
BR_0001151,184.39,0.45,24.93,1122.79,4700,-38.0667,-12.5119,2
BR_0001158,199.73,0.13,24.77,1065.38,175,-38.7333,-12.5167,2
BR_0001159,191.99,0.4,24.77,1107.64,390,-38.7339,-12.5294,2
BR_0001162,962.79,1.35,22.44,710.39,6180,-41.3289,-12.4911,11
